collection,token_display,token_onchain,ipfs_file,local_file,price_usd,thumb_url,ipfs_url
series5,21,20,129.jpg,series5-021.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F129.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/129.jpg
series5,22,21,130.jpg,series5-022.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F130.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/130.jpg
series5,23,22,131.jpg,series5-023.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F131.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/131.jpg
series5,24,23,132.jpg,series5-024.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F132.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/132.jpg
series5,25,24,133.jpg,series5-025.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F133.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/133.jpg
series5,26,25,134.jpg,series5-026.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F134.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/134.jpg
series5,27,26,135.jpg,series5-027.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F135.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/135.jpg
series5,28,27,136.jpg,series5-028.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F136.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/136.jpg
series5,29,28,137.jpg,series5-029.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F137.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/137.jpg
series5,30,29,138.jpg,series5-030.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F138.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/138.jpg
series5,31,30,139.jpg,series5-031.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F139.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/139.jpg
series5,32,31,140.jpg,series5-032.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F140.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/140.jpg
series5,33,32,141.jpg,series5-033.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F141.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/141.jpg
series5,34,33,142.jpg,series5-034.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F142.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/142.jpg
series5,35,34,143.jpg,series5-035.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F143.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/143.jpg
series5,36,35,144.jpg,series5-036.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F144.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/144.jpg
series5,37,36,145.jpg,series5-037.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F145.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/145.jpg
series5,38,37,146.jpg,series5-038.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F146.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/146.jpg
series5,39,38,147.jpg,series5-039.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F147.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/147.jpg
series5,40,39,148.jpg,series5-040.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F148.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/148.jpg
series5,41,40,149.jpg,series5-041.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F149.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/149.jpg
series5,42,41,150.jpg,series5-042.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F150.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/150.jpg
series5,43,42,151.jpg,series5-043.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F151.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/151.jpg
series5,44,43,152.jpg,series5-044.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F152.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/152.jpg
series5,45,44,153.jpg,series5-045.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F153.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/153.jpg
series5,46,45,154.jpg,series5-046.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F154.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/154.jpg
series5,47,46,155.jpg,series5-047.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F155.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/155.jpg
series5,48,47,156.jpg,series5-048.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F156.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/156.jpg
series5,49,48,157.jpg,series5-049.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F157.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/157.jpg
series5,50,49,158.jpg,series5-050.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F158.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/158.jpg
series5,51,50,159.jpg,series5-051.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F159.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/159.jpg
series5,52,51,160.jpg,series5-052.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F160.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/160.jpg
series5,53,52,161.jpg,series5-053.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F161.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/161.jpg
series5,54,53,162.jpg,series5-054.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F162.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/162.jpg
series5,55,54,163.jpg,series5-055.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F163.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/163.jpg
series5,56,55,164.jpg,series5-056.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F164.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/164.jpg
series5,57,56,165.jpg,series5-057.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F165.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/165.jpg
series5,58,57,166.jpg,series5-058.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F166.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/166.jpg
series5,59,58,167.jpg,series5-059.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F167.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/167.jpg
series5,60,59,168.jpg,series5-060.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F168.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/168.jpg
series5,61,60,169.jpg,series5-061.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F169.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/169.jpg
series5,62,61,170.jpg,series5-062.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F170.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/170.jpg
series5,63,62,171.jpg,series5-063.webp,$50,https://wsrv.nl/?url=https%3A%2F%2Fnftstorage.link%2Fipfs%2Fbafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq%2F171.jpg&w=240&q=80&output=webp,https://nftstorage.link/ipfs/bafybeicvcsnhemudkvyyd2wwf6hdwhcc4h3rd6gu4i2v57afbhjjo4nqlq/171.jpg
